id,question,answer,prompt,label
gsm8k_41,"Ron's baseball team scored 270 points in the year. There are 9 players on the team. If 5 of them averaged 50 points each, how many points did the remainder average?","The first five players scored a total of 250 points because 5 x 50 = <<5*50=250>>250
There are 4 players left because 9 - 5 = <<9-5=4>>4
The 4 remaining players scored 20 points because 270 - 250 = 20
The 4 remaining players averaged 5 points because 20 / 4 = <<20/4=5>>5
#### 5","Solve: Ron's baseball team scored 270 points in the year. There are 9 players on the team. If 5 of them averaged 50 points each, how many points did the remainder average? Show steps.",reasoning
gsm8k_42,"To get the printer to work, Jerry needs to add a black-and-white cartridge and three color cartridges. If each color cartridge costs $32 and each black-and-white cartridge costs $27, how much does he pay total?","First find the total cost of the color cartridges: $32/cartridge * 3 cartridges = $<<32*3=96>>96
Then add the cost of the black-and-white cartridge to find the total cost: $96 + $27 = $<<96+27=123>>123
#### 123","Solve: To get the printer to work, Jerry needs to add a black-and-white cartridge and three color cartridges. If each color cartridge costs $32 and each black-and-white cartridge costs $27, how much does he pay total? Show steps.",reasoning
gsm8k_43,A shoe company sells $4000 worth of shoes every month. If they want to make $60000 in an entire year how many more dollars per month should they make selling shoes?,"The amount of money they currently make in a year is 12 * 4000 = $<<12*4000=48000>>48000.
The additional amount they need to make is $60000 - $48000= $<<60000-48000=12000>>12000 per year.
So, they should make $12000 / 12 = $<<12000/12=1000>>1000 more every month.
#### 1000",Solve: A shoe company sells $4000 worth of shoes every month. If they want to make $60000 in an entire year how many more dollars per month should they make selling shoes? Show steps.,reasoning
gsm8k_44,"Brenda picks 250 peaches. When she sorts through them, only 60% are fresh, and Brenda has to throw 15 away for being too small. How many peaches does Brenda have left?","First find how many of the peaches are fresh, which is 250 peaches * 60% = <<250*60*.01=150>>150 peaches.
Then, subtract the number Brenda throws away after the fresh count, which is 150 peaches - 15 peaches = <<150-15=135>>135 peaches.
#### 135","Solve: Brenda picks 250 peaches. When she sorts through them, only 60% are fresh, and Brenda has to throw 15 away for being too small. How many peaches does Brenda have left? Show steps.",reasoning
gsm8k_45,Amelia has $60 to spend on her dinner at a restaurant. The first course costs $15 and the second course $5 more. The cost of the dessert is 25% of the price of the second course. How much money will Amelia have left after buying all those meals?,"The second course cost Amelia $15 + $5 = $<<15+5=20>>20.
The dessert cost 25/100 * $20 = $<<25/100*20=5>>5.
That leaves Amelia with $60 - $15 - $20 - $5 = $<<60-15-20-5=20>>20.
#### 20",Solve: Amelia has $60 to spend on her dinner at a restaurant. The first course costs $15 and the second course $5 more. The cost of the dessert is 25% of the price of the second course. How much money will Amelia have left after buying all those meals? Show steps.,reasoning
gsm8k_46,Sophie went to the Dunkin Donuts store and bought 4 boxes of donuts. There were 12 donuts in each box. She gave 1 box to her mom and half a dozen to her sister. How many donuts were left for her?,"Sophie has 4 - 1 = <<4-1=3>>3 boxes of donuts left.
The total number of pieces of donuts that she has is 3 x 12 = <<3*12=36>>36.
She gave 12 / 2 = <<12/2=6>>6 donuts to her sister.
Therefore Sophie was left with 36 - 6 = <<36-6=30>>30 donuts after giving her sister.
#### 30",Solve: Sophie went to the Dunkin Donuts store and bought 4 boxes of donuts. There were 12 donuts in each box. She gave 1 box to her mom and half a dozen to her sister. How many donuts were left for her? Show steps.,reasoning
gsm8k_47,Padma is trading cards with Robert. Padma started with 75 cards and traded 2 or her valuable ones for 10 of Robert's cards. Robert started with 88 of his own cards and traded another 8 of his cards for 15 of Padma's cards. How many cards were traded between both Padma and Robert?,"Padma traded 2 + 15 of her cards = <<2+15=17>>17 cards.
Robert traded 10 + 8 of his cards = <<10+8=18>>18 cards.
In total, between both of them Padma and Robert traded 17 + 18 = <<17+18=35>>35 cards.
#### 35",Solve: Padma is trading cards with Robert. Padma started with 75 cards and traded 2 or her valuable ones for 10 of Robert's cards. Robert started with 88 of his own cards and traded another 8 of his cards for 15 of Padma's cards. How many cards were traded between both Padma and Robert? Show steps.,reasoning
gsm8k_48,A cake has 8 slices and each slice contains 347 calories.  A pan of brownies has 6 brownies and each slice contains 375 calories.  How many more calories does the cake have?,"The cake has 8 slices * 347 calories = <<8*347=2776>>2776 calories.
The brownies have 6 slices * 375 = <<6*375=2250>>2250 calories.
The cake has 2776 calories - 2250 = <<2776-2250=526>>526 more calories.
#### 526",Solve: A cake has 8 slices and each slice contains 347 calories.  A pan of brownies has 6 brownies and each slice contains 375 calories.  How many more calories does the cake have? Show steps.,reasoning
gsm8k_49,Clare's mother gave her $47 to go to the store. Clare bought 4 loaves of bread and 2 cartons of milk. Each loaf of bread cost $2 and each carton of milk cost $2. How much money does Clare have left?,"The cost of the loaves of bread is 4 × $2 = $<<4*2=8>>8.
The cost of the milk is 2 × $2 = $<<2*2=4>>4.
The total cost of the groceries is $8 + $4 = $<<8+4=12>>12.
Clare has $47 − $12 = $35 left.
#### 35",Solve: Clare's mother gave her $47 to go to the store. Clare bought 4 loaves of bread and 2 cartons of milk. Each loaf of bread cost $2 and each carton of milk cost $2. How much money does Clare have left? Show steps.,reasoning
gsm8k_50,Drew is reseeding his lawn with grass seed. One bag of grass seed covers 250 square feet of lawn. His lawn is 22 feet from the house to the curb and 36 feet from side to side. He bought four bags of seed. How many extra square feet could the leftover grass seed cover after Drew reseeds his lawn?,"Drew’s lawn is 22 * 36 = <<22*36=792>>792 square feet.
He bought enough grass seed to cover 250 * 4 = <<250*4=1000>>1000 square feet.
Thus, the leftover grass seed can cover 1000 - 792 = <<1000-792=208>>208 square feet.
#### 208",Solve: Drew is reseeding his lawn with grass seed. One bag of grass seed covers 250 square feet of lawn. His lawn is 22 feet from the house to the curb and 36 feet from side to side. He bought four bags of seed. How many extra square feet could the leftover grass seed cover after Drew reseeds his lawn? Show steps.,reasoning
gsm8k_51,James decides to try and collect rare artifacts in the field.  He spends 6 months researching before going on a 2-year-long expedition for his first find.  The second artifact takes 3 times as long for the research and discovery.  How long did it take him to find both?,"The research took 6/12=<<6/12=.5>>.5 years
So it took 2+.5=<<2.5=2.5>>2.5 years for the first artifact
It takes 2.5*3=<<2.5*3=7.5>>7.5 years for the second
So in total it took 2.5+7.5=<<2.5+7.5=10>>10 years to find both
#### 10",Solve: James decides to try and collect rare artifacts in the field.  He spends 6 months researching before going on a 2-year-long expedition for his first find.  The second artifact takes 3 times as long for the research and discovery.  How long did it take him to find both? Show steps.,reasoning
gsm8k_52,"Buying a toaster requires an insurance plan that is 20% of the MSRP, plus a mandatory state tax rate of 50% after the insurance plan calculation. Jon chooses to buy a toaster that costs $30 at MSRP. What is the total he must pay?","The insurance plan costs $30*0.2=$<<30*0.2=6>>6.
The pre-state tax total is $30+$6=$<<30+6=36>>36.
State tax will be $36*0.5=$<<36*0.5=18>>18.
Jon needs to pay $18+$36=$<<18+36=54>>54 for his new toaster.
#### 54","Solve: Buying a toaster requires an insurance plan that is 20% of the MSRP, plus a mandatory state tax rate of 50% after the insurance plan calculation. Jon chooses to buy a toaster that costs $30 at MSRP. What is the total he must pay? Show steps.",reasoning
gsm8k_53,"Jon’s textbooks weigh three times as much as Brandon’s textbooks. Jon has four textbooks that weigh two, eight, five and nine pounds respectively. How much do Brandon’s textbooks weigh?","Jon’s textbooks weigh 2 + 8 + 5 + 9 = <<2+8+5+9=24>>24 pounds.
Thus, Brandon’s textbooks weigh 24 / 3 = <<24/3=8>>8 pounds.
#### 8","Solve: Jon’s textbooks weigh three times as much as Brandon’s textbooks. Jon has four textbooks that weigh two, eight, five and nine pounds respectively. How much do Brandon’s textbooks weigh? Show steps.",reasoning
gsm8k_54,"A desert has 3/5 fewer palm trees than a nearby forest, which has 5000 palm trees. How many palm trees are there in both the desert and the forest combined?","The desert has 3/5 fewer palm trees than the forest, and since the forest has 5000 palm trees, the desert has 3/5*5000 = <<3/5*5000=3000>>3000 fewer palm trees.
The total number of palm trees in the desert is 5000-3000 = <<5000-3000=2000>>2000
Together, the desert and the forest have a total of 5000+2000 = <<5000+2000=7000>>7000 palm trees.
#### 7000","Solve: A desert has 3/5 fewer palm trees than a nearby forest, which has 5000 palm trees. How many palm trees are there in both the desert and the forest combined? Show steps.",reasoning
gsm8k_55,Kate saved $27 in March. She saved $13 in April and $28 in May. Then Kate spent $49 on a keyboard and $5 on a mouse. How much money does Kate have left?,"The total amount of money saved is $27 + $13 + $28 = $<<27+13+28=68>>68.
The total cost of the two products is $49 + $5 = $<<49+5=54>>54.
Kate has $68 − $54 = $14 left.
#### 14",Solve: Kate saved $27 in March. She saved $13 in April and $28 in May. Then Kate spent $49 on a keyboard and $5 on a mouse. How much money does Kate have left? Show steps.,reasoning
gsm8k_56,There are 18 green leaves on each of the 3 tea leaf plants. One-third of them turn yellow and fall off on each of the tea leaf plants.  How many green leaves are left on the tea leaf plants?,"In total, the 3 tea leaf plants have 18 x 3 = <<18*3=54>>54 green leaves.
One-third of the yellow leaves falling off of all plants is 54 / 3 = <<54/3=18>>18.
The number of remaining green leaves on the plants is 54 - 18 = <<54-18=36>>36.
#### 36",Solve: There are 18 green leaves on each of the 3 tea leaf plants. One-third of them turn yellow and fall off on each of the tea leaf plants.  How many green leaves are left on the tea leaf plants? Show steps.,reasoning
gsm8k_57,"Georgia is sick and coughs 5 times a minute.  Her brother Robert is also sick but he coughs twice as much as her.  After 20 minutes, how many times have they coughed?","Robert coughs twice as much as Georgia who coughs 5 times so Robert coughs 2*5 = <<10=10>>10 coughs per minute
Georgia coughs 5 times and Robert coughs 10 times so together they cough 5+10 = <<5+10=15>>15 times per minute
After 20 minutes they will have coughed 15*20 = <<15*20=300>>300 coughs
#### 300","Solve: Georgia is sick and coughs 5 times a minute.  Her brother Robert is also sick but he coughs twice as much as her.  After 20 minutes, how many times have they coughed? Show steps.",reasoning
gsm8k_58,The first store charges $3 for 6 apples while the second store charges $4 for 10 apples. How many cents can you save on each apple from buying $4 for 10 apples than from $3 for 6 apples?,"In the first store, each apple costs $3/6 = $<<3/6=0.5>>0.5.
In the second store, each apple costs $4/10 = $<<4/10=0.4>>0.4.
So, you can save $0.5 - $0.4 = $0.1 on each apple from buying $4 for 10 apples than from $3 for 6 apples.
In cents, this is equal to $0.1 x 100 = <<0.1*100=10>>10.
#### 10",Solve: The first store charges $3 for 6 apples while the second store charges $4 for 10 apples. How many cents can you save on each apple from buying $4 for 10 apples than from $3 for 6 apples? Show steps.,reasoning
gsm8k_59,"Ralph has $54.00 worth of products in his cart.  At the register, he asks if he could have a 20% discount on an item with a small issue.  This item is $20.00 to start.  They agree.   Ralph also has a 10% coupon on his purchase, which he uses after the 20% discount on the item with the small issue.  How much will all of his items cost?","They approved 20% off of the $20.00 item so .20*20 = $<<20*.01*20=4.00>>4.00
The item has a $4.00 discount which can be applied from his final total of $54.00 so 54-4 = $<<54-4=50.00>>50.00
Now he can use his 10% coupon on the $50.00 total so .10*50 = $<<10*.01*50=5.00>>5.00
The total was $50.00 but his $5.00 discount now makes it 50-5 = $<<50-5=45.00>>45.00
#### 45","Solve: Ralph has $54.00 worth of products in his cart.  At the register, he asks if he could have a 20% discount on an item with a small issue.  This item is $20.00 to start.  They agree.   Ralph also has a 10% coupon on his purchase, which he uses after the 20% discount on the item with the small issue.  How much will all of his items cost? Show steps.",reasoning
gsm8k_60,"Ellie takes her little brother down to the pond to teach him how to skip stones. After he takes his first throw, she gives him pointers to improve his technique. His second throw skips two more times across the water than his first. His third throw skips twice as many times as his second. His fourth throw skips 3 fewer times than his third throw. His fifth throw skips one more time than the fourth throw. If his fifth throw skipped 8 times across the water, how many skips did he make in total between all of his throws?","His fourth throw made 8 - 1 = <<8-1=7>>7 skips.
His third throw made 7 + 3 = <<7+3=10>>10 skips.
His second throw made 10 / 2 = <<10/2=5>>5 skips.
His first throw made 5 - 2 = <<5-2=3>>3 skips.
The total number of skips is 8 + 7 + 10 + 5 + 3 = <<8+7+10+5+3=33>>33 skips.
#### 33","Solve: Ellie takes her little brother down to the pond to teach him how to skip stones. After he takes his first throw, she gives him pointers to improve his technique. His second throw skips two more times across the water than his first. His third throw skips twice as many times as his second. His fourth throw skips 3 fewer times than his third throw. His fifth throw skips one more time than the fourth throw. If his fifth throw skipped 8 times across the water, how many skips did he make in total between all of his throws? Show steps.",reasoning
gsm8k_61,"Anna is making gingerbread cookies. She gives 6 of them red hats, 9 of them blue boots, and 3 of them both red hats and blue boots. What percentage of the gingerbread men have red hats?","The first step to find the total number of gingerbread men is to add the number with each decoration: 6 men + 9 men = <<6+9=15>>15 men
Then subtract the number of gingerbread men with both decorations to find the total number of gingerbread men: 15 men - 3 men = <<15-3=12>>12 men
Then divide the number of gingerbread men with red hats by the total number and multiply by 100% to express the answer as a percentage: 6 men / 12 men * 100% = 50%
#### 50","Solve: Anna is making gingerbread cookies. She gives 6 of them red hats, 9 of them blue boots, and 3 of them both red hats and blue boots. What percentage of the gingerbread men have red hats? Show steps.",reasoning
gsm8k_62,"While Paul watches movies, he runs on his treadmill. He can run a mile in 12 minutes. He watches two movies, which are an average length of 1.5 hours. How many miles does he run?","He runs for 3 hours because 2 x 1.5 = <<2*1.5=3>>3
He runs for 180 minutes because 3 x 60 = <<3*60=180>>180
He runs 15 miles because 180 / 12 = <<180/12=15>>15
#### 15","Solve: While Paul watches movies, he runs on his treadmill. He can run a mile in 12 minutes. He watches two movies, which are an average length of 1.5 hours. How many miles does he run? Show steps.",reasoning
gsm8k_63,"Allison, a YouTuber, uploads 10 one-hour videos of food reviews each day to her channel. She uploaded videos halfway through June,  at that pace,  and then doubled the number of video hours she uploaded on the remaining days. What's the total number of video hours she has uploaded at the end of the month?","Since June has 30 days, halfway is 1/2*30 = <<1/2*30=15>>15
The total number of video hours halfway through June is 10*15 = <<10*15=150>>150
When she doubled the number of video hours, the total per day became 10*2 = <<10*2=20>>20
The total number of video hours for the remaining days is 15*20 = <<15*20=300>>300
The total number of video hours for the whole month is 300+150 = <<300+150=450>>450
#### 450","Solve: Allison, a YouTuber, uploads 10 one-hour videos of food reviews each day to her channel. She uploaded videos halfway through June,  at that pace,  and then doubled the number of video hours she uploaded on the remaining days. What's the total number of video hours she has uploaded at the end of the month? Show steps.",reasoning
gsm8k_64,A town is trying to clear litter from its streets. The council pays for adding 14 trash cans to the streets and also pays for adding twice as many trash cans to the back of stores. How many trash cans has the town paid for?,"At the back of stores, the town has paid for 14 trash cans on the streets * 2 = <<14*2=28>>28 trash cans.
The town has therefore added 14 trash cans on the streets + 28 trash cans at the back of stores = <<14+28=42>>42 trash cans.
#### 42",Solve: A town is trying to clear litter from its streets. The council pays for adding 14 trash cans to the streets and also pays for adding twice as many trash cans to the back of stores. How many trash cans has the town paid for? Show steps.,reasoning
gsm8k_65,Hadassah took six hours to paint 12 paintings. What would be the total time she's taken to finish all the paintings if she paints 20 more paintings?,"If it took Hadassah six hours to paint 12 paintings, then she paints 12/6 = <<12/6=2>>2 paintings in an hour.
If two paintings take an hour to complete, 20 paintings will take 20/2 = <<20/2=10>>10 hours.
The total time she took to finish all the paintings is 10+6 = <<10+6=16>>16 hours.
#### 16",Solve: Hadassah took six hours to paint 12 paintings. What would be the total time she's taken to finish all the paintings if she paints 20 more paintings? Show steps.,reasoning
gsm8k_66,Mike gets paid 100 dollars a week.  He decides to spend half of that at an arcade.  He spends 10 dollars at the arcade on food and uses the rest on arcade tokens. He can play for 1 hour for $8. How many minutes can he play?,"He spent 100*.5=$<<100*.5=50>>50 at the arcade.
He uses 50-10=$<<50-10=40>>40 on tokens
He can play 40/8=<<40/8=5>>5 hours
There are 60 minutes in an hour so he can play 5*60=<<5*60=300>>300 minutes
#### 300",Solve: Mike gets paid 100 dollars a week.  He decides to spend half of that at an arcade.  He spends 10 dollars at the arcade on food and uses the rest on arcade tokens. He can play for 1 hour for $8. How many minutes can he play? Show steps.,reasoning
gsm8k_67,"There are 100 people in a theater. If 19 of these people have blue eyes, half of them have brown eyes, a quarter have black eyes, and the rest have green eyes, how many of them have green eyes?","100/2 = <<100/2=50>>50 people in the theater have brown eyes.
100/4 = <<100/4=25>>25 people in the theater have black eyes.
There are 50+25+19 = <<50+25+19=94>>94 people in the theater with either brown, black, or blue eyes.
There are 100-94 = <<100-94=6>>6 people in the theater with green eyes.
#### 6","Solve: There are 100 people in a theater. If 19 of these people have blue eyes, half of them have brown eyes, a quarter have black eyes, and the rest have green eyes, how many of them have green eyes? Show steps.",reasoning
gsm8k_68,"A company has 1000 employees. There will be three rounds of layoffs. For each round of layoff, 10% of the remaining employees will be laid off. How many employees will be laid off in total?","The first round will result in 1000 * 10% = <<1000*10*.01=100>>100 employee layoffs.
There are 1000 - 100 = <<1000-100=900>>900 employees remaining.
The second round will result in 900 * 10% = <<900*10*.01=90>>90 employee layoffs.
There are 900 - 90 = <<900-90=810>>810 employees remaining.
The third round will result in 810 * 10% = <<810*10*.01=81>>81 employee layoffs.
The total number of of employees laid off is 100 + 90 + 81 = <<100+90+81=271>>271.
#### 271","Solve: A company has 1000 employees. There will be three rounds of layoffs. For each round of layoff, 10% of the remaining employees will be laid off. How many employees will be laid off in total? Show steps.",reasoning
gsm8k_69,Frank needs to meet a quota at work for his sales. It’s the beginning of the month and in 30 days he needs to have 50 cars sold. The first three days he sold 5 cars each day. Then the next 4 days he sold 3 cars each day. If the month is 30 days long how many cars does he need to sell for the remaining days to meet his quota?,"On days one, two, and three he sold 5 cars each day so, 5 cars + 5 cars + 5 cars = <<5+5+5=15>>15 cars that he sold on those days.
On days 4,5,6 and 7 he sold 3 cars each day so, 3 cars + 3 cars + 3 cars + 3 cars = <<3+3+3+3=12>>12 cars that he sold on those days.
Now we combine the cars he has already sold, which is 15 cars, and 12 cars, so 15 cars + 12 cars = <<15+12=27>>27 cars are sold in total.
If he needs to sell 50 cars and has already sold 27 cars then 50 cars - 27 cars = <<50-27=23>>23 cars left to sell to meet his quota.
#### 23",Solve: Frank needs to meet a quota at work for his sales. It’s the beginning of the month and in 30 days he needs to have 50 cars sold. The first three days he sold 5 cars each day. Then the next 4 days he sold 3 cars each day. If the month is 30 days long how many cars does he need to sell for the remaining days to meet his quota? Show steps.,reasoning
gsm8k_70,"John buys 2 packs of gum and 3 candy bars.  Each stick of gum cost half as much as the candy bar.  If the candy bar cost $1.5 each, how much did he pay in total?","The gum cost $1.5/2=$<<1.5/2=.75>>.75 per pack
So he pays $.75*2=$<<.75*2=1.5>>1.5 for the gum
He pays $1.5*3=$<<1.5*3=4.5>>4.5 for the candy bars
So in total, he pays $1.5 + $4.5 = $<<1.5+4.5=6>>6
#### 6","Solve: John buys 2 packs of gum and 3 candy bars.  Each stick of gum cost half as much as the candy bar.  If the candy bar cost $1.5 each, how much did he pay in total? Show steps.",reasoning
gsm8k_71,Neil baked 20 cookies. He gave 2/5 of the cookies to his friend. How many cookies are left for Neil?,"Neil gave 20 x 2/5 = <<20*2/5=8>>8 cookies
So he is left with 20 - 8 = <<20-8=12>>12 cookies.
#### 12",Solve: Neil baked 20 cookies. He gave 2/5 of the cookies to his friend. How many cookies are left for Neil? Show steps.,reasoning
gsm8k_72,John uses the bathroom every 50 minutes.  How many times does he use the bathroom during a 2.5-hour movie?,"The movie last 2.5*60=<<2.5*60=150>>150 minutes
So he uses the bathroom 150/50=<<150/50=3>>3 times
#### 3",Solve: John uses the bathroom every 50 minutes.  How many times does he use the bathroom during a 2.5-hour movie? Show steps.,reasoning
gsm8k_73,"Facebook decided to award a productivity bonus to all its female employees who are mothers. This productivity bonus will total 25% of Facebook's annual earnings, which was $5,000,000 for the year 2020. It is known that Facebook employs 3300 employees; one-third are men, and of the women, 1200 are not mothers. How much was the bonus that each female mother employee received, assuming each one received an equal amount?","25% of Facebook's annual earnings is 25/100 * $5,000,000 = $<<25/100*5000000=1250000>>1,250,000.
The number of male employees is 3300 * 1/3 = <<3300*1/3=1100>>1100.
So, the number of female employees is 3300 - 1100 = <<3300-1100=2200>>2200.
The number of female employees who are not moms is 2200 - 1200 = <<2200-1200=1000>>1000.
So the amount to be distributed to each mother would be $1,250,000 / 1000 = $<<1250=1250>>1250.
#### 1250","Solve: Facebook decided to award a productivity bonus to all its female employees who are mothers. This productivity bonus will total 25% of Facebook's annual earnings, which was $5,000,000 for the year 2020. It is known that Facebook employs 3300 employees; one-third are men, and of the women, 1200 are not mothers. How much was the bonus that each female mother employee received, assuming each one received an equal amount? Show steps.",reasoning
gsm8k_74,"Mr Castiel prepared 600 boar sausages on the weekend. He ate 2/5 of them on Monday, half of the remaining on Tuesday and saved the rest for Friday. If he ate 3/4 of the remaining boar sausages on Friday, how many sausages are left?","On Monday, Mr Castiel ate 2/5*600 = <<2/5*600=240>>240 sausages.
The remaining number of sausages after he ate 240 on Monday is 600-240 = <<600-240=360>>360
On Tuesday, he ate half of the remaining sausages, a total of 360/2 = <<360/2=180>>180.
The remaining number of sausages that he saved for Friday after eating 180 on Tuesday is 360-180 = <<360-180=180>>180.
On Friday, Mr Castiel ate 3/4*180 = <<3/4*180=135>>135 of the sausages he had kept.
The remaining number of sausages after he ate 135 on Friday is 180-135 = <<180-135=45>>45
#### 45","Solve: Mr Castiel prepared 600 boar sausages on the weekend. He ate 2/5 of them on Monday, half of the remaining on Tuesday and saved the rest for Friday. If he ate 3/4 of the remaining boar sausages on Friday, how many sausages are left? Show steps.",reasoning
gsm8k_75,"Samuel swept the porch and cleared nine-tenths of the dust particles from it. As he walked across the porch afterward, his shoes left 223 dust particles behind. How many dust particles were on the porch before Samuel swept if there were 331 after he walked across it?","Before Samuel walked across the porch, there were 331 - 223 = <<331-223=108>>108 dust particles.
Those 108 were 1/10 of the original amount, so there were 108 * 10 = <<108*10=1080>>1080 dust particles on the porch before Samuel swept.
#### 1080","Solve: Samuel swept the porch and cleared nine-tenths of the dust particles from it. As he walked across the porch afterward, his shoes left 223 dust particles behind. How many dust particles were on the porch before Samuel swept if there were 331 after he walked across it? Show steps.",reasoning
gsm8k_76,"The battery charge in Mary’s cordless vacuum cleaner lasts ten minutes. It takes her four minutes to vacuum each room in her house. Mary has three bedrooms, a kitchen, and a living room. How many times does Mary need to charge her vacuum cleaner to vacuum her whole house?","Mary has 3 + 1 + 1 = <<3+1+1=5>>5 rooms in her house.
At 4 minutes a room, it will take her 4 * 5 = <<4*5=20>>20 minutes to vacuum her whole house.
At 10 minutes a charge, she will need to charge her vacuum cleaner 20 / 10 = <<20/10=2>>2 times to vacuum her whole house.
#### 2","Solve: The battery charge in Mary’s cordless vacuum cleaner lasts ten minutes. It takes her four minutes to vacuum each room in her house. Mary has three bedrooms, a kitchen, and a living room. How many times does Mary need to charge her vacuum cleaner to vacuum her whole house? Show steps.",reasoning
gsm8k_77,Colton had 72 dolphin stickers. He gave 4 stickers each to 3 friends.  He also gave his friend Mandy 2 more than he gave his three friends total.   And he gave Justin 10 less than Mandy.  How many stickers does Colton have left?,"Colton gave away 4 stickers * 3 friends = <<4*3=12>>12 stickers.
Colton gave Mandy 2 + 12 stickers = <<2+12=14>>14 stickers.
Colton gave Justin 14 stickers - 10 = <<14-10=4>>4 stickers.
In total, Colton gave away 12 + 14 + 4 stickers = <<12+14+4=30>>30 stickers.
Colton's number of total stickers at the end is 72 - 30 = <<72-30=42>>42 stickers.
#### 42",Solve: Colton had 72 dolphin stickers. He gave 4 stickers each to 3 friends.  He also gave his friend Mandy 2 more than he gave his three friends total.   And he gave Justin 10 less than Mandy.  How many stickers does Colton have left? Show steps.,reasoning
gsm8k_78,"Janet lives in a city built on a grid system.  She walks 3 blocks north, then seven times as many blocks west. Then she turns around and walks 8 blocks south and twice as many blocks east in the direction of her home. If Janet can walk 2 blocks/minute, how long will it take her to get home?","First, find the total number of blocks south Janet is from her starting point by subtracting the blocks she walked north from the blocks she walked south: 8 blocks - 3 blocks = <<8-3=5>>5 blocks
Then find the number blocks she walked west: 3 blocks * 7 = <<3*7=21>>21 blocks
Then find the number of blocks she walked east: 8 blocks * 2 = <<8*2=16>>16 blocks
Subtract the number of blocks she walked east from the number of blocks she walked west to find how many blocks west of her starting point she is: 21 blocks - 16 blocks = <<21-16=5>>5 blocks
Add the number of blocks she needs to walk north to the number of blocks she needs to walk east: 5 blocks + 5 blocks = <<5+5=10>>10 blocks
Finally, divide the distance she needs to walk by her speed to find how long she'll spend walking: 10 blocks / 2 blocks/minute = <<10/2=5>>5 minutes
#### 5","Solve: Janet lives in a city built on a grid system.  She walks 3 blocks north, then seven times as many blocks west. Then she turns around and walks 8 blocks south and twice as many blocks east in the direction of her home. If Janet can walk 2 blocks/minute, how long will it take her to get home? Show steps.",reasoning
gsm8k_79,"A candy store uses food colouring in various candies. Each lollipop uses 5ml of food colouring, and each hard candy also needs food colouring. In one day, the candy store makes 100 lollipops and 5 hard candies. They do not use food colouring in anything else. The store has used 600ml of food colouring by the end of the day. How much food colouring, in millilitres, does each hard candy need?","In total, the lollipops needed 5ml of food colouring * 100 lollipops = <<5*100=500>>500ml of food colouring.
This means that the hard candies needed 600ml total food colouring – 500ml food colouring for lollipops = 100ml of food colouring.
So each hard candy needed 100ml of food colouring / 5 hard candies = <<100/5=20>>20 ml of food colouring.
#### 20","Solve: A candy store uses food colouring in various candies. Each lollipop uses 5ml of food colouring, and each hard candy also needs food colouring. In one day, the candy store makes 100 lollipops and 5 hard candies. They do not use food colouring in anything else. The store has used 600ml of food colouring by the end of the day. How much food colouring, in millilitres, does each hard candy need? Show steps.",reasoning
gsm8k_80,"For every one dozen flowers bought, a customer gets 2 free flowers. If Maria wants to buy 3 dozens flowers, how many pieces of flowers will she have in all?","Maria has 3 x 2 = <<3*2=6>>6 free flowers from buying 3 dozens flowers.
Since each dozen is equal to 12, then Maria bought 3 x 12 = <<3*12=36>>36 flowers.
Hence, she has a total of 36 + 6 = <<36+6=42>>42 flowers.
#### 42","Solve: For every one dozen flowers bought, a customer gets 2 free flowers. If Maria wants to buy 3 dozens flowers, how many pieces of flowers will she have in all? Show steps.",reasoning
gsm8k_81,"Calen originally had 5 more pencils than does Caleb, and Caleb has 3 less than twice as many pencils as does Candy.  If Calen lost 10 pencils, which left him with 10 pencils, then how many pencils does Candy have?","If Calen lost 10 pencils, which left him with 10 pencils, then Calen originally had 10+10=<<10+10=20>>20 pencils.
Calen originally had 5 more pencils than does Caleb, and thus Caleb has 20-5=<<20-5=15>>15 pencils.
Let's let ""x"" represent the number of pencils owned by Candy.
Since Caleb has 3 less than twice as many pencils as does Candy, then (2*x)-3=15.
This simplifies to 2*x=18.
Thus, the number of pencils owned by Candy is x=<<9=9>>9 pencils.
#### 9","Solve: Calen originally had 5 more pencils than does Caleb, and Caleb has 3 less than twice as many pencils as does Candy.  If Calen lost 10 pencils, which left him with 10 pencils, then how many pencils does Candy have? Show steps.",reasoning
gsm8k_82,Joe plays a soccer tournament with his team. Matches won score 3 points for the winning team and tied matches score 1 point for both teams. Joe and his team won 1 game and drew 3. The first-place team has won 2 games and tied 2. By how many points did the first-place team beat Joe's team?,"For 1 match won, Joe's team scored 1 * 3 = <<1*3=3>>3 points.
For 3 tied games, Joe's team scored 3 * 1 = <<3*1=3>>3 points.
In total, Joe's team scored 3 + 3 = <<3+3=6>>6 points.
For 2 games won, the first-place team scored 2 * 3 = <<2*3=6>>6 points
For 2 tied games, the first-place team scored 2 * 1 = <<2*1=2>>2 points
In total, the first-place team scored 6 + 2 = <<6+2=8>>8 points.
The first-place team outscored Joe's team by 8 - 6 = <<8-6=2>>2 points.
#### 2",Solve: Joe plays a soccer tournament with his team. Matches won score 3 points for the winning team and tied matches score 1 point for both teams. Joe and his team won 1 game and drew 3. The first-place team has won 2 games and tied 2. By how many points did the first-place team beat Joe's team? Show steps.,reasoning
