id,question,answer,prompt,label
wiki_107,"Oxfordshire (short Oxon, from the Latinised form Oxonia) is a county in the South East of England, bordering on Northamptonshire, Buckinghamshire, Berkshire, Wiltshire, Gloucestershire, and Warwickshire.

It is divided into five local government districts: Oxford, Cherwell, Vale of the White Horse (after the Uffington White Horse), West Oxfordshire and South Oxfordshire.

The county has a major tourism industry.",,"Oxfordshire (short Oxon, from the Latinised form Oxonia) is a county in the South East of England, bordering on Northamptonshire, Buckinghamshire, Berkshire, Wiltshire, Gloucestershire, and Warwickshire.

It is divided into five local government districts: Oxford, Cherwell, Vale of the White Horse (after the Uffington White Horse), West Oxfordshire and South Oxfordshire.

The county has a major tourism industry.",control
wiki_108,The Dahlerau train disaster was a railway disaster that happened on 27 May 1971.,,The Dahlerau train disaster was a railway disaster that happened on 27 May 1971.,control
wiki_109,Bi-Lo was a supermarket with 214 shops all over Australia.,,Bi-Lo was a supermarket with 214 shops all over Australia.,control
wiki_110,The Office of United States Director of Central Intelligence (DCI) was established by U.S.,,The Office of United States Director of Central Intelligence (DCI) was established by U.S.,control
wiki_111,"Lyas  is a commune in the Ardèche département in southern France.

Communes in Ardèche.",,"Lyas  is a commune in the Ardèche département in southern France.

Communes in Ardèche.",control
wiki_112,Rea Stark (* St.,,Rea Stark (* St.,control
wiki_113,Buffalo Springs is a village in the U.S.,,Buffalo Springs is a village in the U.S.,control
wiki_114,The Boys from Leningrad () is a 1954 Soviet comedy movie directed by Semyon Timoshenko.,,The Boys from Leningrad () is a 1954 Soviet comedy movie directed by Semyon Timoshenko.,control
wiki_115,"Sumbawa Regency is a regency () of the Indonesian Province of West Nusa Tenggara.

 

Regencies_of_West_Nusa_Tenggara.",,"Sumbawa Regency is a regency () of the Indonesian Province of West Nusa Tenggara.

 

Regencies_of_West_Nusa_Tenggara.",control
wiki_116,Arcey is a commune.,,Arcey is a commune.,control
wiki_117,SummerSlam is a yearly professional wrestling pay-per-view (PPV) event held in August by World Wrestling Entertainment (WWE).,,SummerSlam is a yearly professional wrestling pay-per-view (PPV) event held in August by World Wrestling Entertainment (WWE).,control
wiki_118,"Lyudmila Verbitskaya  (née, Людмила Алексеевна Бубнова; October 17, 1936 – November 24, 2019) was a Russian linguist and teacher.",,"Lyudmila Verbitskaya  (née, Людмила Алексеевна Бубнова; October 17, 1936 – November 24, 2019) was a Russian linguist and teacher.",control
wiki_119,"Dornach is a municipality in the district Dorneck in the canton of Solothurn in Switzerland.
The Battle of Dornach was fought here.

References

Other websites 

 Official website 

Municipalities in Dorneck District.",,"Dornach is a municipality in the district Dorneck in the canton of Solothurn in Switzerland.
The Battle of Dornach was fought here.

References

Other websites 

 Official website 

Municipalities in Dorneck District.",control
wiki_120,"Emmett Chapman (September 28, 1936 – November 1, 2021) was an American jazz musician.",,"Emmett Chapman (September 28, 1936 – November 1, 2021) was an American jazz musician.",control
wiki_121,The Georgia Dome was a domed stadium in Atlanta that opened in 1992 and was torn down in 2017.,,The Georgia Dome was a domed stadium in Atlanta that opened in 1992 and was torn down in 2017.,control
wiki_122,Eliza Bennett (born 17 March 1992) is an English actress and singer.,,Eliza Bennett (born 17 March 1992) is an English actress and singer.,control
wiki_123,"The Capitol Hill Autonomous Zone (CHAZ) (also referred to as Free Capitol Hill, the Capitol Hill Free Zone (CHFZ), or the Capitol Hill Organized Protest (CHOP)) was a self-declared autonomous region that emerged in Seattle, Washington, in June 2020.",,"The Capitol Hill Autonomous Zone (CHAZ) (also referred to as Free Capitol Hill, the Capitol Hill Free Zone (CHFZ), or the Capitol Hill Organized Protest (CHOP)) was a self-declared autonomous region that emerged in Seattle, Washington, in June 2020.",control
wiki_124,"Richard Savitt (March 4, 1927 – January 6, 2023) was an American tennis player.

In 1951, at the age of 24, he won both the Australian and Wimbledon men's singles championships.",,"Richard Savitt (March 4, 1927 – January 6, 2023) was an American tennis player.

In 1951, at the age of 24, he won both the Australian and Wimbledon men's singles championships.",control
wiki_125,"

Events

Up to 1900 
193 - Septimius Severus is proclaimed Roman Emperor by the army in Illyricum.
1241 - Battle of Liegnitz: Mongol Empire forces defeat the German and Polish armies.
1388 - Despite being outnumbered 16 to 1, forces of the Old Swiss Confederacy are victorious over the Archduchy of Austria in the Battle of Nafels.
1413 - King Henry V of England is crowned.
1440 - Christopher of Bavaria is appointed King of Denmark.
1454 - The Treaty of Lodi is signed, establishing a balance of power among the northern Italian city states for almost 50 years.
1511 - Saint John's College, Cambridge, receives its charter.
1609 - Eighty Years' War: Spain and the Dutch Republic sign the Treaty of Antwerp.
1682 - Robert Cavelier de La Salle discovers the mouth of the Mississippi River.
1860 - On his phonautograph machine, Edouard-Leon Scott de Martinville makes the oldest-known recording of an audible human voice.
1865 – The American Civil War ends, as Confederate general Robert E.",,"

Events

Up to 1900 
193 - Septimius Severus is proclaimed Roman Emperor by the army in Illyricum.
1241 - Battle of Liegnitz: Mongol Empire forces defeat the German and Polish armies.
1388 - Despite being outnumbered 16 to 1, forces of the Old Swiss Confederacy are victorious over the Archduchy of Austria in the Battle of Nafels.
1413 - King Henry V of England is crowned.
1440 - Christopher of Bavaria is appointed King of Denmark.
1454 - The Treaty of Lodi is signed, establishing a balance of power among the northern Italian city states for almost 50 years.
1511 - Saint John's College, Cambridge, receives its charter.
1609 - Eighty Years' War: Spain and the Dutch Republic sign the Treaty of Antwerp.
1682 - Robert Cavelier de La Salle discovers the mouth of the Mississippi River.
1860 - On his phonautograph machine, Edouard-Leon Scott de Martinville makes the oldest-known recording of an audible human voice.
1865 – The American Civil War ends, as Confederate general Robert E.",control
wiki_126,Amzat Boukari-Yabara is a French pan-Africanist historian from Benin.,,Amzat Boukari-Yabara is a French pan-Africanist historian from Benin.,control
wiki_127,"Thomas Henry Kane (born January 14, 1964 in Montreal) is an Canadian former football wide receiver and convicted murderer.

Career
Kane was drafted out of the Syracuse by the Seattle Seahawks with the 75th pick in the third round of the 1988 NFL Draft.",,"Thomas Henry Kane (born January 14, 1964 in Montreal) is an Canadian former football wide receiver and convicted murderer.

Career
Kane was drafted out of the Syracuse by the Seattle Seahawks with the 75th pick in the third round of the 1988 NFL Draft.",control
wiki_128,Marthe Mercadier (23 October 1928 – 15 September 2021) was a French actress.,,Marthe Mercadier (23 October 1928 – 15 September 2021) was a French actress.,control
wiki_129,Googie is the term given to a type of architecture and art in the United States in the 20th century.,,Googie is the term given to a type of architecture and art in the United States in the 20th century.,control
wiki_130,"Dennington is a village and civil parish in Suffolk Coastal, Suffolk, England.",,"Dennington is a village and civil parish in Suffolk Coastal, Suffolk, England.",control
wiki_131,"Pages appear in :Category:Austrian scientists
This is a list of scientists from Austria.

Carl Djerassi, chemist, known for developing the first oral contraceptive for women
Sigmund Freud, neurologist, psychologist; pioneer of psychoanalysis; He died in 1939
Karl Landsteiner, discovered that there are different types of human blood; had a Nobel Prize; d.",,"Pages appear in :Category:Austrian scientists
This is a list of scientists from Austria.

Carl Djerassi, chemist, known for developing the first oral contraceptive for women
Sigmund Freud, neurologist, psychologist; pioneer of psychoanalysis; He died in 1939
Karl Landsteiner, discovered that there are different types of human blood; had a Nobel Prize; d.",control
wiki_132,"See also: Gaia

Gaya may refer to:

 Gaya Confederacy, an ancient Korean league of chiefdoms.
 Gaya, India, a city in Bihar state in India.
 Gaya District, India
 Gaya, Niger, a city in Niger.
 Gaya (plant), a plant genus in the family Malvaceae..",,"See also: Gaia

Gaya may refer to:

 Gaya Confederacy, an ancient Korean league of chiefdoms.
 Gaya, India, a city in Bihar state in India.
 Gaya District, India
 Gaya, Niger, a city in Niger.
 Gaya (plant), a plant genus in the family Malvaceae..",control
wiki_133,Superstar is a 1999 comedy movie and Saturday Night Live (SNL) spin-off.,,Superstar is a 1999 comedy movie and Saturday Night Live (SNL) spin-off.,control
wiki_134,Moncorneil-Grazan is a commune in the Gers department.,,Moncorneil-Grazan is a commune in the Gers department.,control
wiki_135,Neunhausen () is a former commune in Luxembourg.,,Neunhausen () is a former commune in Luxembourg.,control
wiki_136,"Central America (,  or Centroamérica ) is the central geographic region of the continent known as the Americas.",,"Central America (,  or Centroamérica ) is the central geographic region of the continent known as the Americas.",control
wiki_137,Mäntsälä is a municipality in Finland.,,Mäntsälä is a municipality in Finland.,control
wiki_138,"Wilson is a city in the US state of Arkansas.

Cities in Arkansas.",,"Wilson is a city in the US state of Arkansas.

Cities in Arkansas.",control
wiki_139,"The place name Scottsdale can refer to:

Scottsdale, Tasmania, in Australia
Scottsdale, Arizona, in the United States.",,"The place name Scottsdale can refer to:

Scottsdale, Tasmania, in Australia
Scottsdale, Arizona, in the United States.",control
wiki_140,The Temple of Joy Kali is a Hindu temple in Bangladesh.,,The Temple of Joy Kali is a Hindu temple in Bangladesh.,control
wiki_141,"Norrbotten County () is a county in northern Sweden, with the seat located in Luleå.",,"Norrbotten County () is a county in northern Sweden, with the seat located in Luleå.",control
wiki_142,Ilfat Rinatovich Abdullin is a Kazakhstani archer.,,Ilfat Rinatovich Abdullin is a Kazakhstani archer.,control
wiki_143,"Tellurium(IV) oxide, also known as tellurium dioxide, is a chemical compound.",,"Tellurium(IV) oxide, also known as tellurium dioxide, is a chemical compound.",control
wiki_144,An experiment is a test of an idea or a method.,,An experiment is a test of an idea or a method.,control
wiki_145,The Medal of Honor was created during the American Civil War.,,The Medal of Honor was created during the American Civil War.,control
wiki_146,Saint-Maurice-Colombier is a commune.,,Saint-Maurice-Colombier is a commune.,control
wiki_147,Chavannes-sur-l'Étang is a commune.,,Chavannes-sur-l'Étang is a commune.,control
wiki_148,"Benton is a city and county seat of Marshall County, Kentucky in the United States.

Cities in Kentucky
County seats in Kentucky
Marshall County, Kentucky.",,"Benton is a city and county seat of Marshall County, Kentucky in the United States.

Cities in Kentucky
County seats in Kentucky
Marshall County, Kentucky.",control
wiki_149,"Diahann Carroll (born Carol Diahann Johnson; July 17, 1935 – October 4, 2019) was an American television and stage actress and singer.",,"Diahann Carroll (born Carol Diahann Johnson; July 17, 1935 – October 4, 2019) was an American television and stage actress and singer.",control
wiki_150,"Frick is a municipality of the district Laufenburg in the canton of Aargau in the country of Switzerland.

References

Other websites 

 Official website of the municipality of Frick 

Municipalities in Laufenburg.",,"Frick is a municipality of the district Laufenburg in the canton of Aargau in the country of Switzerland.

References

Other websites 

 Official website of the municipality of Frick 

Municipalities in Laufenburg.",control
wiki_151,Bennington is a town in the U.S.,,Bennington is a town in the U.S.,control
wiki_152,"Jean-Yves Stephane Marcel Raimbaud (February 27, 1958 – June 28, 1998) was a French animator and screenwriter.",,"Jean-Yves Stephane Marcel Raimbaud (February 27, 1958 – June 28, 1998) was a French animator and screenwriter.",control
wiki_153,"Kevin Harlan (born June 21, 1960, in Milwaukee, Wisconsin) is an American television sports announcer.

He currently broadcasts NFL and college basketball games on CBS.",,"Kevin Harlan (born June 21, 1960, in Milwaukee, Wisconsin) is an American television sports announcer.

He currently broadcasts NFL and college basketball games on CBS.",control
wiki_154,Langlade County is a county in the U.S.,,Langlade County is a county in the U.S.,control
wiki_155,"Pavel Stepanovich Nakhimov () (born July 5, 1802 – died July 12, 1855) was a Russian admiral.",,"Pavel Stepanovich Nakhimov () (born July 5, 1802 – died July 12, 1855) was a Russian admiral.",control
wiki_156,Schaffhouse-sur-Zorn is a former commune.,,Schaffhouse-sur-Zorn is a former commune.,control
wiki_157,"Human rights in Chad have been described as ""poor"".",,"Human rights in Chad have been described as ""poor"".",control
wiki_158,"Kim Jong-in (born January 14, 1994) better known by his stage name Kai is a South Korean singer and actor.",,"Kim Jong-in (born January 14, 1994) better known by his stage name Kai is a South Korean singer and actor.",control
wiki_159,Hajdú-Bihar is a county in the Northern Great Plains in Eastern Hungary.,,Hajdú-Bihar is a county in the Northern Great Plains in Eastern Hungary.,control
wiki_160,"Kumbazha is a village in Pathanamthitta district, Kerala state,India.

Language

Malayalam is the native language of Kumbazha.

Politics

Kumbazha is a part of Pathanamthitta Loksabha constituency.",,"Kumbazha is a village in Pathanamthitta district, Kerala state,India.

Language

Malayalam is the native language of Kumbazha.

Politics

Kumbazha is a part of Pathanamthitta Loksabha constituency.",control
wiki_161,"Trinity County is the name of two counties in the United States:
 Trinity County, California
 Trinity County, Texas.",,"Trinity County is the name of two counties in the United States:
 Trinity County, California
 Trinity County, Texas.",control
wiki_162,The 2023–24 Premier League is the 32nd season of the Premier League and the 125th season of top-level English football.,,The 2023–24 Premier League is the 32nd season of the Premier League and the 125th season of top-level English football.,control
wiki_163,"Roddy Doyle (born 8 May 1958) is an Irish novelist, dramatist and screenwriter.",,"Roddy Doyle (born 8 May 1958) is an Irish novelist, dramatist and screenwriter.",control
wiki_164,"WBZ-TV is a television station in Boston, Massachusetts in the United States.",,"WBZ-TV is a television station in Boston, Massachusetts in the United States.",control
wiki_165,"Puya may refer to:
 Puya (plant), in the family Bromeliaceae
 Puya (river), in Russia
 Puya, a variety of Guajillo chili
 Puya (Meitei texts), traditional or mythological texts of the Meetei people
 Culoepuya or Culo'e Puya, Venezuelan drums of Congolese origin
 Puya (band), a progressive metal band from Puerto Rico
 Puya (album), a 1995 album by the band
 Puya, a Romanian rapper from the hip-hop, rap group La Familia.",,"Puya may refer to:
 Puya (plant), in the family Bromeliaceae
 Puya (river), in Russia
 Puya, a variety of Guajillo chili
 Puya (Meitei texts), traditional or mythological texts of the Meetei people
 Culoepuya or Culo'e Puya, Venezuelan drums of Congolese origin
 Puya (band), a progressive metal band from Puerto Rico
 Puya (album), a 1995 album by the band
 Puya, a Romanian rapper from the hip-hop, rap group La Familia.",control
wiki_166,Saint-Jean-de-Thurigneux is a commune.,,Saint-Jean-de-Thurigneux is a commune.,control
wiki_167,Glengarry Glen Ross is a 1992 American drama movie.,,Glengarry Glen Ross is a 1992 American drama movie.,control
wiki_168,"Williamston is a city in Ingham County, Michigan, United States.

Cities in Michigan.",,"Williamston is a city in Ingham County, Michigan, United States.

Cities in Michigan.",control
wiki_169,"Steve Roland Prefontaine (January 25, 1951 – May 30, 1975) (nicknamed Pre) was an American distance runner.",,"Steve Roland Prefontaine (January 25, 1951 – May 30, 1975) (nicknamed Pre) was an American distance runner.",control
wiki_170,Rothera is a research station in Antarctica.,,Rothera is a research station in Antarctica.,control
wiki_171,Probability theory is the part of mathematics that studies random situations.,,Probability theory is the part of mathematics that studies random situations.,control
wiki_172,Lebanon Junction is a city of Kentucky in the United States.,,Lebanon Junction is a city of Kentucky in the United States.,control
wiki_173,Herbert Marcuse was a German American philosopher who supported Western Marxism.,,Herbert Marcuse was a German American philosopher who supported Western Marxism.,control
wiki_174,"Carmelo Borg Pisani (August 10, 1915–November 28, 1942) was a Maltese who considered himself to be Italian.",,"Carmelo Borg Pisani (August 10, 1915–November 28, 1942) was a Maltese who considered himself to be Italian.",control
wiki_175,The Ezo salamander or Hokkaido salamander (Hynobius retardatus) is a kind of salamander in the Hynobiidae family of animals.,,The Ezo salamander or Hokkaido salamander (Hynobius retardatus) is a kind of salamander in the Hynobiidae family of animals.,control
wiki_176,"""Quicksand"" is a 1971 song by David Bowie and is the sixth track from his fourth studio album Hunky Dory.",,"""Quicksand"" is a 1971 song by David Bowie and is the sixth track from his fourth studio album Hunky Dory.",control
wiki_177,Autremencourt is a commune.,,Autremencourt is a commune.,control
wiki_178,The One and Only Ivan is a 2020 American fantasy drama movie directed by Thea Sharrock.,,The One and Only Ivan is a 2020 American fantasy drama movie directed by Thea Sharrock.,control
wiki_179,"Deinosuchus is an extinct relative of the alligator which lived 80 to 73 million years ago, in the Upper Cretaceous period.",,"Deinosuchus is an extinct relative of the alligator which lived 80 to 73 million years ago, in the Upper Cretaceous period.",control
wiki_180,"A discharge tube, or a gas-filled tube is an arrangement of electrodes in an insulated container, containing a gas.",,"A discharge tube, or a gas-filled tube is an arrangement of electrodes in an insulated container, containing a gas.",control
wiki_181,Staffordshire (abbreviated Staffs) is a county in the West Midlands region of England.,,Staffordshire (abbreviated Staffs) is a county in the West Midlands region of England.,control
wiki_182,Makka Pakka is a character from the British TV show In The Night Garden.,,Makka Pakka is a character from the British TV show In The Night Garden.,control
wiki_183,Physical Graffiti is the sixth album from rock band Led Zeppelin.,,Physical Graffiti is the sixth album from rock band Led Zeppelin.,control
wiki_184,Missing and Murdered Indigenous Women (MMIW) and Missing and Murdered Indigenous Women and Girls (MMIWG) is a big problem in the United States and Canada.,,Missing and Murdered Indigenous Women (MMIW) and Missing and Murdered Indigenous Women and Girls (MMIWG) is a big problem in the United States and Canada.,control
wiki_185,", also spelled as Shō-ō, was a  after Kōan and before Einin.",,", also spelled as Shō-ō, was a  after Kōan and before Einin.",control
wiki_186,Lito Legaspi (10 September 1941 – 8 September 2019) was a Filipino actor.,,Lito Legaspi (10 September 1941 – 8 September 2019) was a Filipino actor.,control
wiki_187,"The Bat-Yam International Biennale of Landscape Urbanism (also called Urban Action) is an international event held every two years in Bat-Yam, Israel.",,"The Bat-Yam International Biennale of Landscape Urbanism (also called Urban Action) is an international event held every two years in Bat-Yam, Israel.",control
wiki_188,was a Japanese physicist.,,was a Japanese physicist.,control
wiki_189,Boisdinghem is a commune.,,Boisdinghem is a commune.,control
wiki_190,The Division of Casey is an Australian Electoral Division in Victoria.,,The Division of Casey is an Australian Electoral Division in Victoria.,control
wiki_191,"Notuner Gaan (; ""The Song of Youth""), more popularly known (after its first line) as Chol Chol Chol is the national march () of Bangladesh.,

Lyrics 

Here are the rest of the original lyrics from which the National march of Bangladesh came (continuing from the last section):

References 

National symbols of Bangladesh
Asian anthems.",,"Notuner Gaan (; ""The Song of Youth""), more popularly known (after its first line) as Chol Chol Chol is the national march () of Bangladesh.,

Lyrics 

Here are the rest of the original lyrics from which the National march of Bangladesh came (continuing from the last section):

References 

National symbols of Bangladesh
Asian anthems.",control
wiki_192,Red Jacket (known as Otetiani in his youth and Sagoyewatha [Keeper Awake] Sa-go-ye-wa-tha; c.,,Red Jacket (known as Otetiani in his youth and Sagoyewatha [Keeper Awake] Sa-go-ye-wa-tha; c.,control
wiki_193,"Paula DeAnda (born 1989 in Corpus Christi, Texas) is an American singer.",,"Paula DeAnda (born 1989 in Corpus Christi, Texas) is an American singer.",control
wiki_194,Wile E.,,Wile E.,control
wiki_195,"The Parliament of Victoria is a bicameral legislature that makes the laws for the state of Victoria, Australia.",,"The Parliament of Victoria is a bicameral legislature that makes the laws for the state of Victoria, Australia.",control
wiki_196,Epiphany is a Web browser for GNOME.,,Epiphany is a Web browser for GNOME.,control
wiki_197,"About the Crown Jewels of England, and those added since the Union of the Crowns in 1603

The collective term Crown Jewels denotes the regalia and vestments worn by the sovereign of the United Kingdom during the coronation ceremony and at other state functions.",,"About the Crown Jewels of England, and those added since the Union of the Crowns in 1603

The collective term Crown Jewels denotes the regalia and vestments worn by the sovereign of the United Kingdom during the coronation ceremony and at other state functions.",control
wiki_198,The American Expeditionary Forces (AEF) were the United States Armed Forces sent to Europe under the command of General John J.,,The American Expeditionary Forces (AEF) were the United States Armed Forces sent to Europe under the command of General John J.,control
wiki_199,"Mexico is a village in Oswego County, New York.

Villages in New York (state).",,"Mexico is a village in Oswego County, New York.

Villages in New York (state).",control
